Title,Java,Min Experience,Max Experience,Min Salary,Max Salary,Spring Boot,SQL,Git,Microservices,Hibernate
Executive /S executive Tele Sales and Client Servicing,0,1,3,,,0,0,0,0,0
Executive / Sr. Executive - VOC,0,1,4,,,0,1,1,0,0
Software Developer,1,0,2,,,1,1,0,0,1
Associate Consultant,0,0,2,,,0,0,0,0,0
Graduate Trainee,0,,,,,0,0,0,0,0
Android Mobile Application Developer,1,1,4,,,0,1,0,0,0
Web Developer,0,0,2,3,4,0,0,0,0,0
Fullstack Software Engineer,0,1,3,,,0,0,0,0,0
Full Stack Developer,1,0,2,5,6.5,0,0,0,0,0
Fullstack Developer,1,0,1,,,0,0,0,0,0
"Senior Engineer, AVP",0,7,12,,,0,1,1,0,0
"Test Engineer, AVP",1,6,11,,,0,0,0,0,0
IT Application Owner (ITAO),1,6,11,,,0,0,0,0,0
"Senior Engineer, AVP",0,7,12,,,0,0,1,0,0
"Lead Engineer Full Stack, VP",1,11,17,,,1,0,0,1,0
"IT Application Owner, AS",0,4,9,,,0,1,0,0,0
Sr. Data Engineer,1,6,10,,,0,0,1,0,0
Process Manager,0,2,5,,,0,0,0,0,0
Python Automation Ans Sql,1,3,5,,,0,1,0,0,0
Application Developer-Open Source,0,2,6,,,0,0,0,0,0
Application Consultant-DevOps,0,3,7,,,0,0,0,0,0
sailpoint L2,1,3,8,12,22,0,0,0,0,0
Sr Python Developer (AI Applications),1,4,8,,,0,0,1,0,0
Angular Lead,0,5,8,,,0,0,1,0,0
Temenos Functional Lead,0,15,20,,,0,0,0,0,0
PYSPARK DEVELOPER,0,4,9,,,0,1,0,0,0
Operations Manager,0,4,8,,,0,0,0,0,0
UiPath RPA developers,1,3,8,8.5,13,0,0,0,0,0
Senior Engineer,0,1,5,,,0,0,1,0,0
Senior Engineer-perf/ML/Python/C++,0,1,5,,,0,0,0,0,0
Engineer- Power Analysis & Optimization,0,1,5,,,0,0,1,0,0
Sr Engineer- QCES,1,1,5,,,0,0,0,0,0
Auto Embedded Dev (Audio) - Engineer,0,1,5,,,0,0,0,0,0
Video Senior Engineer,0,1,4,,,0,0,0,0,0
Engineer,1,0,3,,,0,0,1,0,0
Engineer- Graphics,1,0,4,,,0,0,1,0,0
Software Development Advisor,1,1,4,,,1,0,0,0,1
AWS Developer,0,1,5,,,0,0,1,0,0
Associate Test Automation Engineer,1,0,2,,,0,0,1,0,0
"Associate Software Engineer - Chemistry, Manufacturing, and Controls",0,1,4,,,0,1,0,0,0
Freelance Job For Freshers & Students - (Kerela),1,0,5,,,0,1,0,0,0
Freelance Job For Freshers & Students - (Andhra Pradesh),1,0,5,,,0,1,0,0,0
Freelance Job For Freshers & Students - (Gujarat),1,0,5,,,0,1,0,0,0
Freelance Job For Freshers & Students - (Maharashtra),1,0,5,,,0,1,0,0,0
Freelance Job For Freshers & Students - (Madhya Pradesh),1,0,5,,,0,1,0,0,0
Freelance Job For Freshers & Students - (Haryana),1,0,5,,,0,1,0,0,0
Freelance Job For Freshers & Students - (Delhi-NCR),1,0,5,,,0,1,0,0,0
Freelance Job For Freshers & Students - Kolkata (West Bengal),1,0,5,,,0,1,0,0,0
Freelance Job For Freshers & Students - Coimbatore (Tamil Nadu),1,0,5,,,0,1,0,0,0
Freelance Job For Freshers & Students - PAN INDIA,1,0,5,,,0,1,0,0,0
"Java Lead- Mumbai, Pune, Bangalore and Chennai",1,9,14,,,1,0,0,0,0
Application Development Manager - Java,1,6,11,,,0,0,0,0,0
Senior Java Fullstack Developer,1,6,10,,,1,0,0,0,1
GIS Developer,1,3,5,5,10,0,0,0,0,0
Automation Tester(java_Selenium) PAN India,1,3,8,,,0,0,0,0,0
Automation Test Engineer_Java&Selenium,1,3,8,,,0,0,0,0,0
Automation Tester_ Gurugram,1,5,9,5.5,15.5,0,0,0,0,0
Automation Test Engineer,1,5,10,,,0,0,0,0,0
OBDX/Full Stack Developer- Core Banking,1,8,13,13,23,0,0,1,0,0
OBDX/Full Stack Developer- Core Banking,1,3,8,13,23,0,0,1,0,0
OBMA Customization Developer,1,3,8,,,0,0,0,0,0
Flexcube Customization Developer,1,3,8,,,0,0,0,0,0
IBM ODM Engineer,1,5,10,16,30,0,0,0,0,0
YASH Technologies is Hiring - Sr. Software Engineer,1,3,6,,,0,0,0,0,1
YASH Technologies is Hiring - Module Lead,1,5,8,,,0,0,0,0,1
Assistant Manager/ Manager- Backend Developer- Immediate Joiner,1,6,10,,,1,0,0,0,1
Python Developer Lead,1,8,13,,,0,1,0,0,0
Senior Software Engineer - GoLang (5+ years) - Pune,1,5,8,6,12,0,0,0,0,0
Software Developer,1,3,8,,,0,0,0,0,0
Sdet Engineer,1,4,8,12,18,0,0,0,0,0
Automation Test Engineer,1,3,8,,,0,0,0,0,0
Camunda Developer,1,2,7,,,1,0,0,0,0
Technical Lead,1,7,11,15.6,24,1,0,0,0,0
Hiring | Immediate Joiners ( JAVA+ React JS ) Full Stack Developers,0,6,10,20,25,1,0,0,1,0
Data Engineer-Data Integration,0,2,5,,,0,1,0,0,0
"Technology Operations Specialist SRE, VP",0,8,13,,,0,0,0,0,0
Cloud Architecture and Engineering,1,4,9,,,0,0,0,1,0
"Solution Architect, VP",1,13,20,,,1,1,0,0,0
QA Tester (Manual/Automation),1,3,6,,,0,0,0,0,0
Test Automation Engineer,0,2,6,,,0,0,0,0,0
"Cloud Architect, VP",1,14,21,,,0,0,1,0,0
IT Application Owner,0,4,9,,,0,0,0,0,0
"BigData-Hadoop/Scala Engineer, AVP",1,7,12,,,0,0,0,0,0
"Risk Reporting Specialist, AS",0,3,7,,,0,0,0,0,0
"Integration Architect, AVP",1,11,17,,,0,0,0,0,0
"Data Governance Technology Lead, VP",0,11,17,,,0,0,0,0,0
LDH / SQL Server Engineer,1,3,6,,,0,1,0,0,0
AI Value Realization,0,3,8,,,0,0,0,0,0
Technology Specialist,0,3,6,,,0,1,0,0,0
"Lead Technology Manager, VP",1,16,22,,,0,0,0,1,0
Principal Engineer,1,4,9,,,0,1,0,0,0
Technology Analyst (AS),0,2,6,,,0,1,0,0,0
Python Developer - AVP,0,6,11,,,0,1,0,0,0
"Lead Engineer, VP",1,10,16,,,1,0,0,1,0
Senior Engineer,1,3,7,,,0,0,0,0,0
"AI Lead, VP",1,10,16,,,0,0,0,0,0
RPA Developer (UI Path + Power Automate),1,2,5,,,0,0,0,0,0
Digital Engineering Lead Engineer,1,3,6,,,0,0,1,0,0
Trade Finance Test Consultant,0,2,5,,,0,0,0,0,0
Cloud Solution Delivery Lead Consultant,0,4,8,,,0,1,0,0,0
Mainframe Consultant,0,2,5,,,0,0,0,0,0
Senior Software Engineer - IT - India_AGS,1,4,12,,,1,0,0,0,0
BizOps Engineer II,1,5,6,,,0,0,0,0,1
BizOps Engineer II,0,5,6,,,0,0,0,0,0
"Technical Lead, FICC and EQD Applications, Information Technology",0,7,10,,,0,0,0,0,0
Specialist Software Engineer,1,7,12,,,0,0,0,0,0
Senior Software Engineer,0,5,7,,,0,0,0,0,0
Automation Tester,1,4,7,15,22.5,0,0,0,0,0
Job opportunity | Sr. Software Developer | Pune,0,7,10,3,8,0,0,0,0,0
QA Automation Specialist (NetSuite Testing-Mandatory),1,6,9,16,30,0,0,0,0,0
Senior Qa Automation Test Engineer,1,5,8,,,0,0,0,0,0
Senior Full Stack Engineer (Onsite in Pune / Coimbatore),1,5,8,,,1,0,0,1,0
Full stack React Developer,1,4,9,5,15,0,0,0,0,0
Tech Manager,1,13,16,,,1,0,0,0,0
YASH Technologies is Hiring - Full Stack Developer,1,4,8,,,0,0,0,0,0
Senior SDET Software Engineer,1,8,12,,,0,0,0,0,0
Hiring K2View Technical Lead with Vodafone Intelligent Solutions,1,10,18,,,0,0,0,0,0
Technology Analyst/Lead,1,5,10,15,20,0,0,0,0,0
SailPoint Developer (IdentityNow / IdentityIQ),1,3,7,,,0,0,0,0,0
Practice Lead / Solution Architect,1,8,13,,,0,0,0,0,0
Software Developer,1,3,5,12,14,0,0,0,0,0
Applications Developer 3,1,3,5,,,0,0,0,0,0
Principal Applications Developer-Core ava/ Microservice,1,6,10,,,0,0,0,1,1
Senior Site Reliability Developer,1,6,10,,,0,0,0,0,0
"Senior Advanced Services ExaCC Engineer, CSS Tech Delivery, Systems",1,10,15,,,0,0,0,0,0
Python Full-Stack Developer,0,3,8,,,0,1,0,0,0
Senior Azure Data Engineer,0,4,9,,,0,1,0,0,0
Application Consultant-ServiceNow,0,3,7,,,0,0,0,0,0
Data Engineer-Data Platforms-AWS,0,2,6,,,0,0,0,0,0
Process Manager,0,2,5,,,0,0,0,0,0
Developer - L3,0,4,9,,,0,0,0,0,0
Technical Consultant - L1,0,1,6,,,0,0,1,0,0
Sr Data Architect,1,5,7,,,0,0,0,0,0
Oracle ADF Professional,1,8,10,,,1,0,0,0,0
"BigData-Hadoop/Scala Engineer, AVP",1,10,14,,,0,0,0,0,0
MetroLeads - Network & VoIP Engineer,0,3,7,,,0,0,0,0,0
Housekeeping Senior Supervisor,0,2,3,,,0,1,0,0,0
Lead QA Engineer,1,8,10,,,0,0,0,0,0
Front End / Back End Lead - Angular/ Spring Boot,1,6,11,7,17,1,0,0,0,0
Forgerock Developer,1,2,7,15,30,0,0,0,0,0
Senior Staff Engineer | FINJO I727,1,13,23,,,0,0,0,1,0
Senior Mobile Test Automation engineer,1,9,14,25,37.5,0,0,0,0,0
Fullstack Developer,1,7,12,8,18,0,1,0,0,0
Manager - Technology,1,16,26,,,1,0,0,1,0
Pune | .NET + Angular,1,3,5,,,1,1,0,1,1
Teamcenter-Admin,1,3,6,4.5,7,0,0,0,0,0
Xoriant Hiring Big data hiring,1,5,9,,,0,0,0,0,0
Mulesoft Developer/Lead/Architect-Hyderabad/Banglore/Pune,1,8,12,,,0,0,0,0,0
Informatica Developer,1,5,10,,,0,0,0,0,0
AI Lead - VP - 10th May -F2F interview,1,14,24,,,0,0,0,0,0
Hiring For Shuttering Carpenter For Oman,0,1,6,,,0,0,0,0,0
SDET- 5+yrs- Chennai/Pune- Client- Citi Bank,1,5,10,,,0,0,0,0,0
Aem Developer,1,5,8,15,20,0,0,0,0,0
Sailpoint Iiq Developer,1,6,11,16,22.5,0,0,0,0,0
Business Transformation Consultant-Warehouse & Logistics,0,3,8,,,0,0,0,0,0
Business Transformation Consultant-Asset Management,1,3,7,,,0,1,0,0,0
Application Consultant-ServiceNow,0,3,7,,,0,0,0,0,0
Application Developer-zOS,1,3,6,,,0,0,0,0,0
Application Developer-SAP UX,1,3,7,,,0,0,0,0,0
Data Engineer-Data Warehouse,0,2,5,,,0,1,0,0,0
Data Engineer-Data Platforms-AWS,0,2,6,,,0,0,0,0,0
Application developer-zOS,0,3,6,,,0,0,0,0,0
Data Engineer-Data Platforms,0,2,5,,,0,1,0,0,0
Software Engineer Manager,1,15,19,,,0,0,0,1,0
"Sr. Associate Director, Software Engineering",1,15,20,,,0,0,0,0,0
Automation Test Engineer,1,5,10,,,0,0,0,0,0
Senior Software Engineer,1,5,7,,,1,0,0,0,0
Back End Engineer,1,5,9,,,0,0,0,0,0
Sailpoint Developer,1,3,8,,,0,0,0,0,0
Security Engineer,1,3,7,,,0,0,0,0,0
Automation Test Analyst,1,8,10,,,0,0,0,0,0
WebApps Technologies Support Engineer,1,3,5,4,9,0,0,0,0,0
Senior Developer,1,12,18,,,1,0,0,0,0
Specialist,1,3,8,,,0,0,0,0,0
Informatica MDM Developer,1,4,9,,,0,0,0,0,0
Sr. Advanced Software Engineer - Giga Factory,1,10,16,35,50,0,0,0,0,0
Product Specialist,1,2,5,,,0,1,0,0,0
Enterprise Software Integrator,1,8,13,,,0,0,0,0,0
Subcon Hiring (C2H) - Automation Testing,1,8,13,8,18,0,0,0,0,0
RPA Developer,0,5,8,,,0,0,0,0,0
Api Tester,1,6,8,000,1.25,0,0,1,0,0
Azure Data Engineer ( Fabric / Synapse - ( AM ) - BLR/PUN,1,8,11,,,0,0,0,0,0
Mgr. Software Engineering,1,8,13,,,0,0,0,0,0
Python Full Stack Developer,1,5,10,14,24,1,0,0,1,0
Spring Boot,1,4,9,,,1,0,0,1,0
SAP ABAP Cloud,0,4,9,,,0,0,0,0,0
SAP UI5 Development,0,4,9,,,0,0,0,0,0
Sr Principal Software Engineer,1,8,12,,,0,0,1,0,0
Sr Principal Software Engineer,1,8,12,,,0,0,1,0,0
Principal Software Engineer,0,6,10,,,0,0,1,0,0
Lead Software Engineer (QA-Automation),1,6,9,,,0,0,0,0,0
Senior Accessibility Specialist,0,4,8,,,0,0,0,0,0
Principal Software Engineer,0,6,10,,,0,0,1,0,0
Lead Software Engineer,1,5,8,,,0,0,0,0,0
Principal Software Engineer,0,6,10,,,0,0,1,0,0
Lead Software Engineer,1,5,8,,,0,0,0,0,0
Lead Software Engineer,1,5,8,,,0,0,0,0,0
ACM Lead & Developer or arpit.jain@mounttalent.com,1,5,10,15,30,1,0,0,1,0
SAP ABAP Development For HANA,0,4,9,,,0,0,0,0,0
SAP ABAP Development For HANA_Pan India,0,4,9,,,0,0,0,0,0
SAP CO Management Accounting,1,3,8,,,0,0,0,0,0
Gen AI Consulting,0,3,8,,,0,0,0,0,0
SAP CO Management Accounting,1,3,8,,,0,0,0,0,0
SDWAN Routing Switching & Firewall,0,9,12,,,0,0,0,0,0
Senior Software Engineer,0,4,7,,,0,0,0,0,0
Gen Al Strategy,0,8,12,,,0,0,1,0,0
OpenText XECM,1,4,6,,,0,1,0,0,0
Guidewire Engineer- Claim Centre,1,3,8,8.5,13,1,0,0,0,0
Senior Associate Level 1,0,2,5,,,0,0,0,0,0
Application Developer,0,5,10,,,0,0,0,0,0
Application Developer,0,5,10,,,0,0,0,0,0
Application Developer,1,5,10,,,0,0,0,0,0
Security Architect,1,3,8,,,0,0,0,0,0
Application Developer,0,5,10,,,0,0,0,0,0
Application Developer,0,5,10,,,0,0,0,0,0
Data Platform Architect,0,15,20,,,0,0,0,0,0
Security Advisor,1,5,10,,,0,0,1,0,0
Application Developer,0,7,12,,,0,0,0,0,0
Application Lead,1,5,10,,,0,0,0,0,0
Security Advisor,1,7,12,,,0,0,1,0,0
Application Lead,0,5,10,,,0,0,0,0,0
Application Developer,0,5,10,,,0,0,0,0,0
Application Developer,0,7,12,,,0,0,0,0,0
Application Developer,0,7,12,,,0,0,0,0,0
Application Developer,0,7,12,,,0,0,0,0,0
Lead Software Engineer,1,5,8,,,0,0,0,0,0
Automation Test Engineer - Software Quality Assurance,1,6,10,,,0,0,0,0,0
Solution Architect,1,12,16,45,50,0,0,0,0,0
PTC Windchill Software Developer,1,5,8,20,25,0,0,0,0,0
Technical Business Analyst at A Fintech Unicorn,1,3,5,16,22.5,0,0,0,0,0
Senior Test Engineer at An E-commerce Unicorn,1,2,4,14,20,0,0,0,0,0
Netsuite Developer,1,6,11,,,0,0,0,0,0
Senior PEGA Developer - LSA / CSA / CSSA - x5,1,7,10,35,65,0,0,0,0,0
Fullstack Developer - CTS,1,5,10,,,1,0,0,1,0
Urgently Hiring For Senior Mobile Automation Test Engineer,1,6,11,,,0,0,0,0,0
Android Mobile Application Developer,1,1,3,4.5,8.5,0,0,1,0,0
Trainee XML Developer,1,0,0,,,0,0,0,0,0
Opening For Cloud Application Developer For Pune,1,8,13,15,25,0,0,0,0,0
Need Software Testers with automation & selenium,1,,,1,4,0,0,0,0,0
B. Tech Freshers (IT/CS),1,0,1,,,0,0,0,0,0
Quality Engineer,1,1,3,,,0,0,0,0,0
Software Developer,1,0,2,1.5,3,1,0,0,0,1
Software Freshers,1,0,0,2,3,0,0,0,0,0
"Engineer, Senior",1,1,5,,,0,0,0,0,0
Windows Application Engineer - Dev,1,1,5,,,0,0,0,0,0
Engineer- Audio Test,0,1,4,,,0,0,0,0,0
Senior Data Engineer,0,1,5,,,0,0,0,0,0
Firmware Developement Engineer,1,1,5,,,0,0,0,0,0
WLAN Host - Engineer/Sr engineer,0,1,5,,,0,0,0,0,0
STA Engineer,0,1,5,,,0,0,0,0,0
"Engineer, Senior Staff",0,1,5,,,0,0,0,0,0
Engineer- Video test,1,1,4,,,0,0,0,0,0
Engineer,0,0,3,,,0,0,0,0,0
Software Engineer,1,0,1,,,0,0,0,0,0
Software Engineer,1,1,2,,,0,0,0,0,0
Team Member - BSG-Personal LOANS-BSG,1,1,4,,,0,0,0,0,0
Team Member-Digital IT,0,1,4,,,0,1,1,0,0
Technologist,1,1,5,,,1,0,0,0,0
Backend Developer,0,1,3,,,0,0,0,1,0
Backend Developer,1,1,3,,,0,0,1,0,0
Mobile (iOS / Swift) Solution Engineer,0,1,4,,,0,0,0,0,0
Test Automation Engineer,0,1,4,,,0,0,0,0,0
Mobile (iOS / Swift) Solution Engineer,0,1,4,,,0,0,0,0,0
Quality Engineer,0,1,4,,,0,0,0,0,0
Software Development Specialist,1,1,4,,,0,0,0,0,0
Helpdesk Associate - L1 Technical Guidance,0,0,3,,,0,0,1,0,0
Field Tech Associate-DSS -Desktop,1,0,2,,,0,0,0,0,0
Data Engineer,0,1,4,,,0,1,0,0,0
Business Support Associate,1,0,3,,,0,0,0,0,0
ERP Specialist Advisor,1,1,5,,,0,0,0,0,0
Software Engineer,1,1,4,,,0,0,0,0,0
UI Developer,1,1,4,,,0,0,0,0,0
Test Analyst,0,1,4,,,0,1,0,0,0
Associate Survey Programmer (Fresher),1,0,0,,,0,0,0,0,0
E Commerce Customer Support - Bhubaneswar,0,0,5,,,0,0,0,0,0
Applications Developer 2,1,1,4,,,0,0,0,0,0
Associate Technical Consultant - Oracle HCM Cloud,1,0,2,,,0,0,0,0,0
Member Of Technical Staff (IC2),1,0,2,,,0,0,0,0,0
Cloud Operations Engineer,1,0,2,,,0,0,0,0,0
Software Engineer,1,0,2,,,0,0,0,0,0
RFP Coordinator,0,1,4,,,0,0,0,0,0
Associate Process Manager,0,1,4,,,0,0,1,0,0
Associate Process Manager,1,1,4,,,0,0,0,0,0
Associate Process Manager,0,1,4,,,0,0,0,0,0
Senior Analyst - TCR,0,1,4,,,0,0,0,0,0
Senior Analyst,1,1,5,,,0,0,0,0,0
SDET Rest Assured,1,1,5,,,0,0,0,0,0
Associate - L1,0,0,4,,,0,0,1,0,0
Assoc Performance Engineer,1,1,3,,,0,0,0,0,0
SOA / OSB Developer,0,1,3,,,0,0,0,0,0
Japanese Translator,0,1,4,,,0,0,0,0,0
Sailpoint development SME,1,3,8,,,0,0,0,0,0
Quality Analyst Tester,0,0,2,,,0,0,0,0,0
Shopify App Developer,1,1,4,,,0,0,0,0,0
Test Engineer,0,1,3,,,0,0,0,0,0
Test Engineer,0,1,3,,,0,1,0,0,0
Test Engineer,0,1,3,,,0,1,0,0,0
Opportunity For Fresher,1,0,1,,,0,0,0,0,0
Software Development Engineer,1,1,5,,,0,0,0,0,0
Associate Software Engineer - Biological Studies,1,0,3,,,0,0,0,0,0
Sr Associate Software Engineer - Biological Studies (In Vivo),0,1,4,,,0,1,0,0,0
Data Engineer,0,1,4,,,0,0,0,0,0
Software Automation Engineer in Test,1,1,3,,,0,0,1,0,0
Zoho Developer,1,1,4,,,0,0,0,0,0
Test Engineer,0,1,3,,,0,1,0,0,0
Test Engineer,0,1,3,,,0,0,0,0,0
Test Engineer,0,1,3,,,0,0,0,0,0
Test Engineer,0,1,3,,,0,0,0,0,0
Mass Hiring - Fresh Software Engineers (20 Positions),1,,,,,0,0,0,0,0
It Fresher (Only Navi Mumbai candidates Can apply),1,0,1,,,0,0,0,0,0
Experienced Quality Analyst,1,1,2,,,0,0,0,0,0
Software Developer Trainee,1,0,1,1.75,3,0,0,0,0,0
Fullstack Developer,1,1,3,,,0,0,0,0,0
IT Strat & Transf Asst Analyst,0,1,4,,,0,1,0,0,0
Sales Asst Supervisor,0,1,3,,,0,0,1,0,0
Cocos - Senior Software Engineer,1,1,4,,,0,0,0,0,0
Technical Execative,0,1,3,,,0,0,0,0,0
Associate,0,1,4,,,0,0,0,0,0
Web Developer Intern,1,0,1,,,0,0,0,0,0
Technical Consultants,1,0,1,,,0,0,0,0,0
CODER,0,1,3,,,0,0,0,0,0
Software Testing Intern,0,,,,,0,0,0,0,0
Junior QA Engineer,0,0,3,,,0,0,1,0,0
Google CCAI BOT Developer,1,3,4,,,0,0,0,0,0
Associate Software Engineer (2025 Freshers B.E./ B.Tech Passouts),1,0,0,7,8,0,0,0,0,0
Test Engineer,1,1,2,,,0,0,0,0,0
Delivery Executive - Kolkata,0,0,5,,,0,0,0,0,0
Delivery Executive - Bangalore,0,0,5,,,0,0,0,0,0
Delivery Executive - Delhi,0,0,5,,,0,0,0,0,0
Software Engineer,1,1,4,,,1,0,0,0,0
Fullstack Developer,1,0,5,,,1,0,0,0,0
Multimedia Backend Engineer,1,1,3,,,0,0,0,0,0
Software Developer | PL/SQL Developer | Python Developer,1,0,5,5,15,1,0,0,0,0
Customer Analytics | CDS - Senior Engineer | Adobe Analytics,1,9,11,,,0,0,1,0,0
Engineer - GCP Control Automation,0,3,8,,,0,0,1,0,0
"Lead Solution Architect, VP",1,17,24,,,0,0,0,1,1
"Senior Engineer, AVP",1,7,12,,,0,0,0,0,0
GCP - Senior Devops Engineer - PD,0,5,9,,,0,0,0,0,0
Senior Engineer,1,3,7,,,0,0,0,1,0
Engineer / Senior Engineer,1,2,6,,,0,0,0,0,0
"Engineer, AS",0,2,6,,,0,1,0,0,0
"Market Data Content SME, AVP",1,6,11,,,0,0,0,0,0
"Full-stack Developer, AVP",1,7,12,,,0,0,0,0,0
Engineer AS,1,2,6,,,1,1,0,0,0
Sr. Python Developer with AI/ML Skills - India,0,4,8,,,0,0,0,0,0
DevSecOps Engineer,0,3,5,,,0,0,1,0,0
Software Full Stack Engineer,0,4,7,,,0,0,0,0,0
Senior Software Engineer,1,6,9,,,0,1,0,0,0
Sr.Automation Tester,1,5,7,,,0,0,0,0,0
Full Stack Developer,0,5,8,,,1,0,0,0,1
Software Engineer,1,4,9,,,0,0,0,0,0
React Native Developer,1,2,4,,,0,0,0,0,0
"SDET""> SDET",0,5,10,,,0,0,0,0,0
React Native Developer,1,3,8,,,0,0,0,0,0
Senior Development Lead,0,5,9,,,0,0,0,0,0
Fullstack Developer,0,5,8,8,12,0,0,1,0,0
Sr Member of Technical Staff,0,3,5,,,0,0,1,0,0
Software Engineer,1,3,8,,,1,0,0,0,1
Software Test Engineer,0,3,7,,,0,1,0,0,0
Sr. SW Test Engineer - Phone Compatibility,0,5,8,,,0,0,0,0,0
QA Automation Engineer,0,2,5,,,0,0,0,0,0
Fullstack Developer,0,4,8,,,0,0,0,0,0
FullStack Developer,0,4,6,,,0,0,0,0,0
Automation Test Engineer ( Selenium ),0,6,10,,,0,0,0,0,0
Senior Software Engineer - Platform Foundation,0,10,12,,,0,0,0,0,0
IBM StreamSets Developer,0,5,8,,,0,0,0,0,0
Sr Software Engineer,0,4,8,,,0,1,0,0,1
Senior Solution Engineer,0,4,5,,,0,0,1,0,0
Automation Engineer,0,5,8,,,0,0,0,0,0
Full Stack Developer,0,4,6,,,0,0,0,0,0
Software Engineering Senior Analyst - HIH - Evernorth,0,4,9,,,0,0,0,0,0
Software Engineering Associate Advisor - HIH - Evernorth,0,8,11,,,1,0,0,0,0
Wealth Management - Associate - Software Engineering,0,3,8,,,0,0,0,0,1
Wealth Management - Associate - Software Engineering,0,3,8,,,0,0,0,0,1
Senior Android Developer,0,4,9,,,0,0,0,0,0
Android Native Developer,0,3,6,,,0,0,1,0,0
Software Engineering Senior Analyst - HIH - Evernorth,0,3,5,,,1,0,0,0,0
Senior Engineer - Software,0,8,13,,,1,0,0,0,0
Software Engineering Lead Analyst - HIH - Evernorth,0,5,8,,,1,0,0,0,0
Staff Software Developer,1,12,15,,,0,0,0,0,0
Control Software Engineer,0,4,7,,,0,0,0,0,0
TS - Gen AI/Architect/Scientist,0,12,22,,,0,0,0,0,0
Qa Engineer,1,5,10,,,0,0,0,0,0
Tibco Support Engineer,1,3,8,,,0,0,0,0,0
Lead Integration Engineer/ Associate Architect,1,8,12,,,0,0,0,0,0
"Sr. QA Engineer, AI",1,5,8,,,0,0,0,0,0
Principal Software Engineer,1,10,20,,,1,0,0,1,0
Automation Tester,1,4,6,10,14,0,0,0,0,0
Backend Testing - Automation - Pune,1,5,10,,,0,0,0,0,0
Fullstack Developer,1,6,8,,,0,0,0,0,0
Android Automotive(AOSP)-12 To 15 years- PUNE,1,12,15,20,35,0,0,0,0,0
Golang Developer- Pan India,1,4,9,10,20,0,0,0,0,0
AI Expert - Cybersecurity,1,3,6,20,35,0,0,0,0,0
Senior Qa Automation Test Engineer,1,7,12,18,25,0,0,0,0,0
Android Developer,1,2,4,,,0,0,0,0,0
Software Development Engineer,1,5,8,20,35,0,0,0,1,0
Angular Technical Project Lead,0,6,10,27.5,32.5,0,0,0,0,0
OIM Support Engineer - Identity Management,1,3,5,,,0,0,0,0,0
Gen AI,0,2,6,,,0,0,0,0,0
Developer,0,3,5,,,0,0,0,0,0
Technical Lead - L1,1,5,8,,,0,0,0,0,0
Administrator - L3,1,3,5,,,0,1,0,0,0
Developer - L4,1,5,8,,,0,0,0,0,0
Technical Consultant - L2,0,8,10,,,0,0,1,0,0
Technology Architect - L1,0,8,10,,,0,0,0,0,0
Product Engineer - L3,0,5,8,,,0,0,0,0,0
Platform Dev Architect - L2,0,8,10,,,0,0,0,0,0
Technical Lead - L1,0,5,8,,,0,0,0,0,0
Developer - L3,1,3,5,,,0,0,0,0,0
Technology Management Lead,1,15,20,,,0,0,1,0,0
"Corporate Bank Technology-Commercial Banking-Senior Data Engineer,AVP",1,7,12,,,1,0,1,0,0
"Senior Engineer, AVP",0,8,10,,,1,0,0,0,0
Automation Tester_PAN INDIA,1,1,6,5,13,0,0,0,0,0
Hiring For Women on Career Break-Software Developers/ Testing,1,4,9,8,18,0,0,0,0,0
AWS Fullstack,1,10,18,10,20,0,0,0,0,0
Senior Aws Devops Engineer,1,6,8,12,22,0,0,1,0,0
ELK Consultant,1,7,12,10,20,0,0,0,0,0
Hiring || Automation Test Engineer || Pune|| 5-7 Yrs,1,5,7,,,0,0,0,0,0
BA_Payments,1,3,6,,,0,1,0,0,0
"Data Governance Tooling Engineer, AVP",0,7,12,,,0,0,0,0,0
"L2 Technical Application Support, AVP",1,8,13,,,0,0,0,0,1
"Business Control Officer, AVP",0,5,10,,,0,0,1,0,0
"Payments Processing Analyst, AS",0,2,6,,,0,0,0,0,0
Accounts & Deposits QA Test Engineer - SAP,0,3,7,,,0,0,0,0,0
"L2 Lead Technical Application Support, Associate",1,4,9,,,0,0,0,0,1
"IT Architect Specialist, AVP",0,11,16,,,0,1,0,0,0
"Engineering Managerâ€‹, VP",1,13,19,,,0,0,0,0,0
Technical Specialist - Data Engineer,1,2,6,,,0,1,0,0,0
Site Reliability Engineer,1,3,7,,,0,0,1,0,0
Home Loan Savings - Senior Engineer,1,2,5,,,1,0,0,1,0
"Senior Engineer Home Loan Savings, VP",0,5,10,,,0,1,0,0,0
Senior Engineer PD,1,3,7,,,0,0,0,0,0
"Data Lake Lead Cloud Engineer, VP",0,10,15,,,0,0,0,0,0
"Technology Manager, VP",1,12,18,,,0,1,0,0,0
Senior Full Stack Engineer,1,3,8,,,0,0,0,0,0
Technology Management Senior Analyst,0,3,7,,,0,0,0,1,0
"Technology Service Analyst, AS",1,2,6,,,0,0,0,0,1
Director of QA and Test Engineering,0,8,13,,,0,0,0,0,0
Lead Engineer,0,3,8,,,0,0,0,0,0
"ITAO Application Owner, Associate",1,5,10,,,0,1,0,0,0
"DCO Independent Testing, AVP",0,4,8,,,0,0,1,0,0
Senior Engineer - PD,1,3,7,,,0,0,0,0,0
Lead Engineer,1,3,8,,,0,1,0,0,0
SAS OCR Associate Engineer,1,2,6,,,0,0,0,0,0
