Title,Short_Title,Location,Java,Min Experience,Max Experience,Min Salary,Max Salary,Spring Boot,SQL,Git,Microservices,Hibernate,Power_BI,Excel,Python,Visualization,spark,Cloud_Computing,manual_testing,regression_testing,automation_testing,software_testing,Kubernetes,Docker,Jenkins,CI/CD
Cleaning and stock arrangement worker,Java,Hyderabad,1,1,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R&D Engineer,Java,NA,1,5,10,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Mobile Automation Tester (Bangalore),Java,NA,1,4,6,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Technical Lead- Full-stack Developer @ US healthcare analytics,Java,Hyderabad,1,8,12,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Api Automation Tester,Java,Chennai,1,3,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Senior QA Automation Engineer,Java,NA,1,5,10,15,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Engineer,Java,Gurugram,1,5,10,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Automation Lead,Java,Chennai,1,10,17,15,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Full Stack Developer,Java,Chennai,1,4,8,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Automation Tester_ Gurugram,Java,Delhi,1,5,9,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Software Quality Analyst (Automation),Java,NA,1,2,5,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
Sr Devops Engineer,Java,NA,1,12,20,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Software Development Engineer,Java,NA,1,4,9,15,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Qa Lead,Java,Mumbai,1,8,12,14,24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Remote Spring Boot Developer 36 Lakhs CTC || Kandi Srinivasa Reddy,Java,Kolkata,1,8,11,35,37.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Software Developer,Java,Mumbai,1,2,5,3,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Automation Test Analyst,Java,Hyderabad,1,3,5,4,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
TOP MNC Looking For Databricks Cloud(Azure/AWS) PySpark/SQL- Bangalore,Java,NA,1,6,11,20,32.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Oracle Adf Developer,Java,Hyderabad,1,5,10,18,22.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mainframe Developer,Java,Hyderabad,1,5,10,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.Net Developer (Windows Service),Java,NA,1,5,10,6.5,16.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Developer III - Customer Experience,Java,Chennai,1,10,15,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMI - Android Open-Source Project (AOSP),Java,NA,1,8,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Consultant,Java,NA,1,5,8,,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
BA_Payments,Java,NA,1,3,6,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
BA_Payments,Java,Chennai,1,3,6,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Consultant,Java,NA,1,3,6,,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
JDA WMS,Java,NA,0,6,11,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IT Application Owner SeS Tech Engineer Family, AS",Java,NA,0,4,9,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Client Implementation Specialist,Java,Mumbai,1,3,7,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
ARTEMIS - LLC India Coverage Banker,Java,Delhi,1,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Client Services Specialist,Java,Mumbai,0,2,6,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
Regulatory Reporting - Associate,Java,NA,0,2,5,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"QA Test Engineer, AS",Java,NA,0,3,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Client Service Officer/CM Admin,Java,Mumbai,0,2,6,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Divisional Risk and Control Senior Analyst, AVP",Java,Mumbai,1,10,16,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Analytics Senior Analyst,Java,NA,0,3,7,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Group Data Privacy (GDP) Data Privacy Analyst,Java,NA,0,2,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Engineer, AVP",Java,NA,1,7,12,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Risk and Control Specialist,Java,Mumbai,0,3,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Senior Technical Specialist,Java,NA,1,5,8,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Security & QA Automation Engineer,Java,NA,1,4,7,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
Application Architect-Sterling Order Management,Java,NA,0,6,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist-Advanced Analytics,Java,NA,1,3,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Application Developer-ServiceNow,Java,NA,0,3,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Engineer-Data Platforms,Java,NA,0,2,5,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
UI Developer with React and Redux,Java,NA,1,6,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gen Al Professional - C,Java,Hyderabad,1,3,6,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Director - Portfolio Operations Delivery,Java,Hyderabad,1,11,16,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Test Automation Engineer I,Java,Hyderabad,0,2,5,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
API Integration Engineer,Java,Hyderabad,0,2,6,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Pros CPQ Architect Manager,Java,NA,0,9,14,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Senior Software Engineer (GitHub Actions and Workflows/DevOps), AVP",Java,NA,1,7,12,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Senior Full Stack Developer,Java,Hyderabad,1,4,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Stack Developer,Java,NA,1,3,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Product Engineer II,Java,Mumbai,1,4,10,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sr. ML Engineer,Java,NA,0,2,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manager - SFDC - Functional,Java,Hyderabad,0,6,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manager - SAP-CPI,Java,Mumbai,0,13,16,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Senior Implementation Engineer,Java,NA,1,3,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IOT Developer,Java,Mumbai,0,2,4,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Senior Software Engineer,Java,Mumbai,1,4,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Consultant - Non-Tech,Java,NA,0,3,4,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Senior Python Developer,Java,Mumbai,1,8,13,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mainframe Production Support,Java,NA,0,2,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Android Platform Developer,Java,NA,1,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Automation Testing (Selenium),Java,NA,1,1,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Senior Software Developer,Java,NA,0,6,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QA Automation Engineer,Java,NA,1,3,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hiring WebSphere/WAS Admin Professionals - Thane,Java,Mumbai,0,2,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hiring API Test Automation Engineer,Java,NA,1,4,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Automation Test Engineer,Java,Hyderabad,1,7,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Senior Automation Engineer,Java,Hyderabad,1,8,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TeamLead :: Software Development || Mumbai _ InSolutionsGlobal,Java,Mumbai,1,9,14,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sr.Developer// Lead - SAS DI // 3-5 yrs // Mumbai,Java,Mumbai,0,3,8,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Automation Test Engineer,Java,Gurugram,1,4,6,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Senior Software Engineer ( Backend | Cloud | Automation | Telecom),Java,NA,1,5,10,15,30,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
Software Developer,Java,NA,1,3,7,14,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Full Stack Software Developer (Remote Job),Java,NA,1,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software Engineer,Java,Chennai,1,5,8,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Life70 Developer,Java,Pune,0,2,4,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QA Automation Analyst,Java,NA,1,10,15,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Full Stack Developer (Work from Home) - Only Immediate Joinee,Java,NA,1,4,7,7,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QA Engineer,Java,NA,1,4,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior QA Engineer (Manual + Automation),Java,NA,1,5,10,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Solution Architect,Java,Mumbai,1,8,13,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulesoft Developer,Java,Delhi,1,3,8,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Developer - Customer Experience,Java,Chennai,1,4,6,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pega Developer,Java,Hyderabad,1,2,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walk In For Freshers and Experienced || JRE AND CCE,Java,Delhi,0,,,1.75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Quality Assurance Automation Engineer,Java,NA,1,8,10,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Spring Boot Lead,Java,NA,1,5,8,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Technical Lead,Java,NA,0,2,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Technical Lead - L1,Java,Chennai,0,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical Lead - L1,Java,NA,0,5,8,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical Lead - L1,Java,Mumbai,0,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical Lead - L1,Java,Hyderabad,0,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solutions Architect,Java,NA,0,10,15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer Snowflake,Java,Hyderabad,0,6,11,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Analytics Engineer,Java,Hyderabad,0,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project manager,Java,Chennai,0,10,20,35,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aws Cloud Architect,Java,Chennai,1,9,11,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
BA_Payments,Java,NA,0,3,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Software Developer,Java,NA,0,3,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Full Stack Developer - Laravel,Java,Chennai,0,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Programmer Analyst,Java,Pune,0,2,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lead Engineer, PHP Full stack Developer",Java,Hyderabad,0,5,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oracle Agile PLM Professional,Java,NA,0,5,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automation Tester Virar Palghar,Java,Mumbai,0,3,8,3.75,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Test Automation-,Java,Hyderabad,0,5,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Senior Software Development Test Engineer - SDET,Java,Hyderabad,1,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CAA CATIA 3DEXPERIENCE,Java,Delhi,0,5,7,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Advanced Data Structure and Competitive Programming Expert,Java,NA,1,3,6,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SQA Engineer-Hybrid,Java,Gurugram,1,2,4,,,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Lead Solution Architect - Application Side (Implementation & Design),Java,Delhi,1,9,14,25,35,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Software Developer,Java,NA,0,2,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior Software Engineer II,Java,Chennai,1,8,13,18,32.5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Application Specialist - Powai- Permanent,Java,Mumbai,1,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sap Mm Consultant,Java,Mumbai,1,5,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Support Engineer - Only Male (Nagpur),Java,NA,1,2,4,3,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AEM Backend Developer / AEM Sites Developer,Java,NA,1,5,10,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Web Developer /FMCG/ Hyderabad (Kattedan) 6-7 Lac p.a.,Java,Hyderabad,1,4,9,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hiring Oracle Database Administrator @ US Fortune 100 Co. @Lower Parel,Java,Mumbai,0,5,10,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Quality Assurance and Automation Engineer,Java,Chennai,1,5,10,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Microsoft Fabric Consultant,Java,Delhi,1,3,8,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Solution Architect,Java,Gurugram,1,14,20,25,37.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assistant Computer Teacher,Java,Hyderabad,1,3,8,1.8,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Technical Developer,Java,NA,1,5,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer - Chennai,Java,Chennai,1,2,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Opening For Sr Software Eng- Backend - USA Based start up-Bangalore,Java,NA,1,6,11,30,40,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Senior Software Engineer,Java,NA,1,8,13,14,20,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Fullstack Developer- Lead,Java,NA,1,5,8,10,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist/ AIML Developer,Java,Delhi,1,6,11,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Software Engineer,Java,NA,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
BizOps Engineer I,Java,Pune,0,1,2,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Software Engineer,Java,Pune,0,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UI React developer- Software Engineer,Java,Pune,0,0,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Software Developers required in Germany/Sweden,Java,NA,1,6,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Senior Engineer, AVP",Java,Pune,0,1,3,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Looking For HR (Technical Recruiter),Java,Pune,0,1,3,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golang Developer,Java,Pune,0,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lead Software Engineer,Java,Pune,0,0,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Associate Cloud Support Analyst,Java,Pune,0,0,3,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Software Engineer I,Java,Pune,0,1,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Product Development Professional,Java,Pune,0,0,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Associate Cloud Support Analyst,Java,Pune,0,0,3,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
DevOps Engineer,Java,Pune,0,0,3,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Full Stack Engineer,Java,Pune,1,1,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Looking For HR (Technical Recruiter),Java,Pune,0,1,3,1.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Production Support, Associate",Java,Pune,0,1,5,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Director, BizOps",Java,Pune,0,1,3,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Senior Developer - AVP,Java,Pune,0,12,15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Software Quality Engineer - AutomationSelenium & Manual testing,Java,Pune,0,4,7,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
Engineer II,Java,Gurugram,0,1,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PL/SQL Developer with Core Banking,Java,Pune,0,6,11,15,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tech Lead,Java,Pune,0,10,13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Performance Tester - BLR/PUNE/HYD,Java,Pune,1,5,10,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oracle Utilities NMS - Technical,Java,Pune,0,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Developer,Java,Pune,0,3,14,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Software Engineer - React Job,Java,Pune,1,3,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mobile Development/Consultant Specialist,Java,Pune,0,2,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ReactJS Job,Java,Pune,0,2,5,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Software Test Automation Engineer,Java,Pune,0,4,7,,,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
Support Consultant (Hybrid Work Schedule),Java,Pune,0,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Software Engineer II - Android,Java,Pune,0,1,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Lead BizOps Engineer,Java,Pune,1,3,7,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BizOps Engineer II,Java,Pune,0,2,6,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sr Software Engineer,Java,Pune,0,6,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Senior Software Engineer,Java,Pune,0,2,6,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tech Lead,Java,Pune,0,5,8,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Vulnerability Management Engineer,Java,Pune,0,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Software Engineer, Backend",Java,Pune,0,2,4,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
QA Lead (Automation and Manual Testing),Java,Pune,0,2,6,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Senior Software Engineer,Java,Pune,0,4,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Senior Automation Engineer,Java,Pune,1,4,8,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Data Scientist,Java,Pune,0,4,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Senior Lead Engineer - Database Administration (AWS, DBA)",Java,Pune,0,7,11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical Delivery Manager,Java,Pune,0,8,12,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Architect - IAM,Java,Pune,0,10,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solution Architect,Java,Pune,1,15,19,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
API Testing,Java,Pune,1,5,7,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Senior Quality Assurance (QA) Engineer,Java,Pune,0,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FSD . Net Professional,Java,Pune,0,7,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AEM Full Stack Technical Lead,Java,Pune,1,5,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staff Software Engineer - Backend,Java,Pune,0,10,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Automation QA Lead,Java,Pune,0,7,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Technology Service Specialist, AVP",Java,Pune,0,9,12,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Fullstack Engineer (ReBoot),Java,Pune,1,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fullstack Engineer (ReBoot),Java,Pune,1,3,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
React Developer,Java,Pune,1,10,15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Technology & Solutions Architect,Java,Pune,0,5,9,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Site Reliability Engineer,Java,Pune,0,5,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
API Lead,Java,Pune,0,5,9,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Software Engineering Specialist,Java,Pune,1,7,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Software Engineer,Java,Pune,1,2,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cloud Data Engineer,Java,Pune,0,5,8,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Senior Automation Engineer,Java,Pune,1,4,7,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Sr. Analyst, IAM & Cloud Security Engineering, IT",Java,Pune,1,7,11,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Test Automation Engineer,Java,Pune,0,2,10,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Senior QA,Java,Pune,0,3,7,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Staff Integration Engineer,Java,Pune,0,5,8,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automation Tester,Java,Pune,1,5,10,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Software Verification Engineer,Java,Pune,0,3,8,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
SAP CPI Consultant,Java,Pune,0,4,9,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Service Now Tech Lead,Java,Pune,0,12,16,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Account Executive,Java,NA,0,1,2,000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
